PHRASE,TRADITIONAL,PRIORITY,PINYIN,DEFINITION
"滯後",27964,0,"zhi4 hou4","être à la traîne; être en retard sur"
"滯留",33959,0,"zhi4 liu2","s'arrêter; s'attarder; séjourner"
"滯留鋒",53857,0,"zhi4 liu2 feng1","front stationnaire (météorologie)"
"滯脹",42364,0,"zhi4 zhang4","stagnation et inflation"
"滯銷",41022,0,"zhi4 xiao1","se vendre difficilement"
"滲",2640,0,shen4,"s'infiltrer"
"滲入",33960,0,"shen4 ru4","s'infiltrer dans; pénétrer dans; (influence, idée, etc.) se répandre; s'infiltrer"
"滲出",27965,0,"shen4 chu1","s'échapper; exsuder"
"滲出物",50110,0,"shen4 chu1 wu4",exsudat
"滲水",33961,0,"shen4 shui3","infiltration d'eau"
"滲流",33962,0,"shen4 liu2",filtration
"滲漏",41023,0,"shen4 lou4","filtration; fuir; fuite"
"滲碳",42365,0,"shen4 tan4",carburer
"滲透",41024,0,"shen4 tou4",osmose
"滲透壓",54476,0,"shen4 tou4 ya1","pression osmotique"
"滴",1392,0,di1,"goutter; goutte"
"滴下",21556,0,"di1 xia4",stillation
"滴定",21557,0,"di1 ding4",titrage
"滴定管",48564,0,"di1 ding4 guan3",burette
"滴水",27966,0,"di1 shui3","goutte (d'eau)"
"滴水不漏",60180,0,"di1 shui3 bu4 lou4","(lit.) pas une seule goutte d'eau peu fuir; étanche; rigoureux (argument)"
"滴水不羼",62430,0,"di1 shui3 bu4 chan4","non dilué; cent pour cent"
"滴水穿石",60886,0,"di1 shui3 chuan1 shi2","(expr. idiom.) les gouttes d'eau finissent par pénétrer la pierre; la persévérance constante apporte le succès; l'effort persistant surmonte toute difficulté"
"滴流",27967,0,"di1 liu2",ruisseau
"滴溜圓",54838,0,"di1 liu1 yuan2","parfaitement rond"
"滴溜溜",55058,0,"di1 liu1 liu1","tournoiement; tournant autour et autour; rond et dodu"
"滴滴涕",54839,0,"di1 di1 ti4","dichlorodiphényltrichloroéthane"
"滴灌",33963,0,"di1 guan4",Micro-irrigation
"滴答",33964,0,"di1 da1","(onom.) tic tac de l'horloge; bruit de la pluie et des gouttes d'eau"
"滴管",27968,0,"di1 guan3","Pipette Pasteur"
"滴蟲病",53858,0,"di1 chong2 bing4",trichomonase
"滷汁",42366,0,"lu3 zhi1","sauce; marinade"
"滷素燈",53859,0,"lu3 su4 deng1","Lampe à incandescence halogène"
"滷肉",38262,0,"lu3 rou4","viande cuite"
"滸",2641,0,hu3,"bord de l'eau"
"滹",5468,0,Hu1,"(nom de famille); berge d'une rivière; rive; (nom d'une rivière)"
"滾",1393,0,gun3,"rouleau; rouler; s'en aller; va-t'en !; dégage !; Casse-toi !; Fous le camp"
"滾動",27969,0,"gun3 dong4",rouler
"滾動條",51623,0,"gun3 dong4 tiao2","barre de défilement (informatique)"
"滾圓",38263,0,"gun3 yuan2","tout rond"
"滾子",21558,0,"gun3 zi5",cylindre
"滾水",27970,0,"gun3 shui3","eau bouillante"
"滾滾",38264,0,"gun3 gun3","rouler sur; (petit nom affectif pour les pandas)"
"滾燙",41025,0,"gun3 tang4","bouillant; brûlant"
"滾犢子",55185,0,"gun3 du2 zi5","(dial.) dégage !; barre-toi !"
"滾珠",38265,0,"gun3 zhu1",bille
"滾珠軸承",62308,0,"gun3 zhu1 zhou2 cheng2","roulement à billes"
"滾瓜溜圓",62431,0,"gun3 gua1 liu1 yuan2","(d'animaux) ronds et gras"
"滾瓜爛熟",62137,0,"gun3 gua1 lan4 shu2","réciter couramment sa leçon; appris par coeur; gravé dans la mémoire"
"滾筒",41026,0,"gun3 tong3",rouleau
"滾筒刷",54840,0,"gun3 tong3 shua1","rouleau de peinture"
"滾落",33965,0,"gun3 luo4","dégringoler"
"滾蛋",38266,0,"gun3 dan4","Casse-toi !; Hors de ma vue !; Dégage !"
"滾邊",27971,0,"gun3 bian1","liseré"
"滾開",27972,0,"gun3 kai1","faire bouillir; bouillant; Sort !; Va-t'en!; va te faire foutre; fous le camp !"
"滿",308,0,man3,"plein; rempli; satisfait; suffisant; remplir; complètement"
"滿不在乎",56084,0,"man3 bu4 zai4 hu5","(expr. idiom.) n'être pas le moins du monde concerné; s'en soucier comme d'une guigne; s'en ficher; imperturbable"
"滿人",11282,0,"Man3 ren2","Mandchou (nationalité)"
"滿分",15621,0,"man3 fen1","totalité des points"
"滿嘴",27973,0,"man3 zui3","bouchée"
"滿坑滿谷",61431,0,"man3 keng1 man3 gu3","remplissant tous les coins et recoins"
"滿城風雨",58422,0,"man3 cheng2 feng1 yu3","(un scandale) parcourir toute la ville; (un bruit) courir partout"
"滿堂",21559,0,"man3 tang2","audience complète; à guichet fermé; plein à craquer"
"滿堂彩",50111,0,"man3 tang2 cai3","ovation debout; standing ovation; casser la baraque"
"滿堂灌",50112,0,"man3 tang2 guan4","bachotage; apprentissage par coeur"
"滿堂紅",50113,0,"man3 tang2 hong2","succès sur toute la ligne"
"滿天",11283,0,"man3 tian1","le ciel tout entier"
"滿天星",45804,0,"man3 tian1 xing1","gypsophile; gypsophila; gypsophila paniculata"
"滿天飛",45805,0,"man3 tian1 fei1","courir dans tous les sens; se précipiter partout; toujours actif"
"滿州",27974,0,"Man3 zhou1","Manchou (Pingtung)"
"滿座",21560,0,"man3 zuo4","Toutes les places sont occupées dans la salle; La salle est pleine ou comble"
"滿心",11284,0,"man3 xin1","de tout son coeur; du fond du coeur"
"滿意",11285,0,"man3 yi4","satisfait; satisfaisant"
"滿懷",21561,0,"man3 huai2","pleinement; complètement; avoir le coeur rempli de"
"滿文",11286,0,"Man3 wen2","Alphabet mandchou"
"滿族",21562,0,"Man3 zu2",Mandchous
"滿月",15622,0,"man3 yue4","pleine Lune"
"滿江紅",50114,0,"Man3 jiang1 hong2","Man Jiang Hong"
"滿洲",27975,0,"Man3 zhou1",Mandchourie
"滿洲國",48565,0,"Man3 zhou1 guo2",Mandchoukouo
"滿洲里",51624,0,"Man3 zhou1 li3",Manzhouli
"滿清",15623,0,"Man3 Qing1","Dynastie Qing"
"滿滿",15624,0,"man3 man3","complet; plein; très dense"
"滿滿當當",56085,0,"man3 man3 dang1 dang1","complètement emballé"
"滿目",15625,0,"man3 mu4","là où se porte le regard"
"滿眼",15626,0,"man3 yan3","se rincer l'oeil"
"滿腔",33966,0,"man3 qiang1","avoir le coeur plein de"
"滿腹",33967,0,"man3 fu4","plein le ventre; plein le coeur"
"滿臉",21563,0,"man3 lian3","sur tout son visage"
"滿足",21564,0,"man3 zu2","satisfaire; être satisfait de"
"滿身",15627,0,"man3 shen1","tout couvert"
"滿載",21565,0,"man3 zai4","à pleine capacité; pleine charge"
"滿載而歸",58423,0,"man3 zai4 er2 gui1","revenir d'un voyage enrichissant"
"滿門",15628,0,"man3 men2","toute la famille"
"滿面",15629,0,"man3 mian4","sur tout le visage"
"滿面春風",58424,0,"man3 mian4 chun1 feng1","rayonnant; rayonnant de bonheur"
"滿額",27976,0,"man3 e2","atteindre le le quota"
"漁",2642,0,yu2,"pêche (au poisson)"
"漁人",27977,0,"yu2 ren2","pêcheur"
"漁場",33968,0,"yu2 chang3","pêcherie"
"漁夫",38267,0,"yu2 fu1","pêcheur"
"漁夫帽",54477,0,"yu2 fu1 mao4","Bob (chapeau)"
"漁工",27978,0,"yu2 gong1","pêcheur"
"漁業",33969,0,"yu2 ye4","pêche"
"漁民",33970,0,"yu2 min2","pêcheur"
"漁獵",42367,0,"yu2 lie4",Chasseur-cueilleur
"漁網",33971,0,"yu2 wang3","filet de pêche"
"漁船",41027,0,"yu2 chuan2","navire de pêche"
"漁輪",41028,0,"yu2 lun2","bateau de pêche"
"漂",1394,0,piao1,"flotter; agité"
"漂",1394,1,piao3,"blanchir (de la toile)"
"漂",1394,2,piao4,"beau; joli; élégant"
"漂亮",33972,0,"piao4 liang5","joli; jolie; beau; belle"
"漂泊",41029,0,"piao1 bo2","voguer au gré des flots; errer à l'aventure; mener une vie errante; vagabonder"
"漂洋",33973,0,"piao1 yang2","traverser l'océan"
"漂洗",38268,0,"piao3 xi3","rincer (des vêtements)"
"漂流",27979,0,"piao1 liu2","dérive; dériver"
"漂流瓶",52875,0,"piao1 liu2 ping2","message dans une bouteille"
"漂浮",38269,0,"piao1 fu2",flotter
"漂白",27980,0,"piao3 bai2","blanchir; déalbation; blanchiment"
"漂白劑",53860,0,"piao3 bai2 ji4","Eau de Javel"
"漂移",38270,0,"piao1 yi2","dérive; dériver"
"漆",2643,0,qi1,"vernis; laque; peinture; vernir; peindre; noir"
"漆器",33974,0,"qi1 qi4","laque; objet laqué"
"漆樹",38271,0,"qi1 shu4","vernis du Japon"
"漆黑",38272,0,"qi1 hei1","noir comme l'encre"
"漈",5469,0,ji4,rive
"漊",5470,0,lu:3,bruine
"漏",1395,0,lou4,"fuir; suinter; omettre; révéler"
"漏勺",43788,0,"lou4 shao2","passoire; écumoire"
"漏斗",38273,0,"lou4 dou3",entonnoir
"漏斗雲",53861,0,"lou4 dou3 yun2","entonnoir nuageux"
"漏氣",27981,0,"lou4 qi4","fuite d'air ou de gaz"
"漏水",27982,0,"lou4 shui3","fuir (eau)"
"漏油",33975,0,"lou4 you2","marée noire"
"漏洞",38274,0,"lou4 dong4","fuite; trou; défaut; bug; bogue"
"漏稅",38275,0,"lou4 shui4","évasion fiscale"
"漏網",27983,0,"lou4 wang3","échapper au filet; échapper aux poursuites"
"漏雨",33976,0,"lou4 yu3","fuite d'eau"
"演",726,0,yan3,"évoluer; représenter; jouer (un rôle); projeter (un film)"
"演出",15630,0,"yan3 chu1","jouer (un rôle); représenter; exécuter; interpréter; spectacle; concert; show"
"演化",21566,0,"yan3 hua4","évolution (biologie)"
"演化支",48566,0,"yan3 hua4 zhi1",clade
"演員",21567,0,"yan3 yuan2",acteur
"演唱",27984,0,"yan3 chang4","chanter (pour un public)"
"演唱會",48567,0,"yan3 chang4 hui4",concert
"演奏",27985,0,"yan3 zou4","jouer; exécuter"
"演奏者",50115,0,"yan3 zou4 zhe3","interprète; musicien"
"演戲",27986,0,"yan3 xi4","faire du théâtre; jouer la comédie"
"演技",27987,0,"yan3 ji4","faire une représentation; jeu; exécution"
"演活",21568,0,"yan3 huo2","(pour un acteur) rendre vivant un personnage; agir avec brio"
"演示",27988,0,"yan3 shi4","faire une démonstration"
"演算",21569,0,"yan3 suan4",calcul
"演算溢位",60887,0,"yan3 suan4 yi4 wei4","arithmétique"
"演練",27989,0,"yan3 lian4",manoeuvre
"演繹",38276,0,"yan3 yi4","déduire; déduction; interprétation"
"演繹法",51625,0,"yan3 yi4 fa3","déduction"
"演義",21570,0,"yan3 yi4","roman ou pièce sur le thème historique"
"演習",27990,0,"yan3 xi2",exercice
"演藝",27991,0,"yan3 yi4","Show business"
"演藝圈",52876,0,"yan3 yi4 quan1","Show business"
"演藝界",50116,0,"yan3 yi4 jie4","Industrie du spectacle"
"演說",15631,0,"yan3 shuo1","discours; faire un discours; donner une conférence"
"演說家",45806,0,"yan3 shuo1 jia1",discours
"演講",21571,0,"yan3 jiang3","faire un discours; donner une conférence"
"演變",21572,0,"yan3 bian4","évoluer"
"演進",21573,0,"yan3 jin4","évolution; marche en avant progressive"
"漕",5471,0,cao2,"transport par l'eau; canal; cours d'eau"
"漘",5472,0,chun2,"berge; rivage"
"漙",5473,0,tuan2,"rosée abondante"
"漚",5474,0,ou1,"bulle; mousse"
"漚",5474,1,ou4,"faire tremper; faire macérer; rouir"
"漠",2644,0,mo4,"désert; indifférent"
"漠不關心",58425,0,"mo4 bu4 guan1 xin1","pas le moins du monde concerné; totalement indifférent"
"漠南",33977,0,"Mo4 nan2","Mongolie intérieure; (lit.) au sud du désert de Gobi"
"漠然",27992,0,"mo4 ran2","indifféremment; apathiquement; impassiblement; insensiblement"
"漠視",33978,0,"mo4 shi4","ne pas tenir compte de"
"漢",727,0,han4,"dynastie Han; Chinois Han; (nom de famille)"
"漢人",15632,0,"Han4 ren2","Han (personne de l'ethnie ~)"
"漢代",21574,0,"Han4 dai4","Dynastie Han"
"漢化",21575,0,"Han4 hua4",sinisation
"漢口",21576,0,"Han4 kou3",hankou
"漢城",21577,0,"Han4 cheng2","Séoul (Corée-du-Sud)"
"漢堡",38277,0,"han4 bao3",Hambourg
"漢堡包",53862,0,"han4 bao3 bao1",hamburger
"漢奸",38278,0,"Han4 jian1","traître à la Chine; traître à la nation chinoise; traître chinois"
"漢姓",33979,0,"Han4 xing4","nom de famille Han; nom de famille chinois"
"漢子",15633,0,"han4 zi5","compagnon; mari (dialecte)"
"漢字",21578,0,"han4 zi4","sinogramme; caractère chinois; kanji; hanja"
"漢學",15634,0,"Han4 xue2",sinologie
"漢學家",45807,0,"han4 xue2 jia1",sinologue
"漢密爾頓",61432,0,"Han4 mi4 er3 dun4",Hamilton
"漢弗萊",54478,0,"han4 fu2 lai2","Humphrey de Lancastre"
"漢拿山",48568,0,"Han4 na2 Shan1","mont Halla"
"漢文",15635,0,"Han4 wen2","langue chinoise écrite"
"漢文帝",48569,0,"Han4 Wen2 di4","Han Wendi"
"漢斯",27993,0,"Han4 si1","Hans (nom)"
"漢族",27994,0,"Han4 zu2","han (ethnie)"
"漢書",21579,0,"Han4 shu1",Hanshu
"漢服",21580,0,"han4 fu2",Hanfu
"漢朝",33980,0,"Han4 chao2","Dynastie Han"
"漢森",33981,0,"Han4 sen1","Howard Hanson"
"漢水",21581,0,"Han4 shui3","Han Jiang (Shaanxi)"
"漢江",27995,0,"Han4 jiang1","(nom d'une rivière)"
"漢法",15636,0,"han4 fa3","chinois-français; sino-français"
"漢法大詞典",63026,0,"han4 fa3 da4 ci2 dian3","Grand Dictionnaire Chinois-Français Contemporain"
"漢獻帝",52877,0,"Han4 Xian4 di4","Han Xiandi"
"漢白玉",51626,0,"han4 bai2 yu4","Albâtre"
"漢芯",38279,0,"han4 xin1",Hanxin
"漢英",21582,0,"Han4 Ying1",chinois-anglais
"漢語",21583,0,"Han4 yu3","langue chinoise; chinois (langue); mandarin"
"漢語外來詞典",63602,0,"han4 yu3 wai4 lai2 yu2 ci2 dian3","Dictionnaire des emprunts lexicaux en chinois"
"漢語拼音",60181,0,"Han4 yu3 Pin1 yin1","hanyu pinyin"
"漢語詞典",60182,0,"han4 yu3 ci2 dian3","dictionnaire chinois"
"漢諾威",52878,0,"Han4 nuo4 wei1",Hanovre
"漢辦",21584,0,"Han4 ban4","Hanban; Bureau du Conseil international de la langue chinoise"
"漢高祖",51627,0,"Han4 Gao1 zu3","Han Gaozu"
"漣",2645,0,lian2,"ondulations; larmes"
"漣漣",42368,0,"lian2 lian2","à chaudes larmes"
"漣漪",42369,0,"lian2 yi1","ondulations à la surface de l'eau"
"漦",5475,0,li2,"aller avec le courant; mucus; crachat"
"漩",2646,0,xuan2,"tourbillon; eau qui tournoie"
"漩渦",42370,0,"xuan4 wo1",tourbillon
"漩渦",42370,1,"xuan2 wo1","spirale; vortex; tourbillon; remous"
"漪",2647,0,yi1,"rides; ondulations"
"漫",728,0,man4,"partout; librement; déborder"
"漫不經心",56659,0,"man4 bu4 jing1 xin1","négligent; insouciant; distrait; indifférent"
"漫天",15637,0,"man4 tian1","voiler le ciel"
"漫天遍地",58426,0,"man4 tian1 bian4 di4","(lit.) remplir le ciel entier et couvrir la terre; aussi loin que l'on peut voir"
"漫天遍野",60183,0,"man4 tian1 bian4 ye3","(lit.) remplir le ciel entier et couvrir la terre; aussi loin que l'on peut voir"
"漫展",27996,0,"man4 zhan3","convention de comics; exposition de comics"
"漫山遍野",60888,0,"man4 shan1 bian4 ye3","(expr. idiom.) couvrant les montagnes et les plaines; aussi loin que l'oeil peut voir; omniprésent"
"漫步",27997,0,"man4 bu4","flâner"
"漫步者",50117,0,"man4 bu4 zhe3",randonneur
"漫溢",38280,0,"man4 yi4","déborder; inonder; répandre"
"漫漫",27998,0,"man4 man4","long; interminable; sans limites; infini; sans fin"
"漫無邊際",58427,0,"man4 wu2 bian1 ji4","extrêmement vaste; sans bornes; illimité; digression; discursif; prendre la tangente; s'égarer loin du sujet"
"漫畫",21585,0,"man4 hua4","comic; bande dessinée"
"漫畫家",47058,0,"man4 hua4 jia1",mangaka
"漫畫書",48570,0,"man4 hua4 shu1","Manhua; Comic; bande dessinée"
"漫談",27999,0,"man4 tan2","causer à bâtons rompus; avoir une discussion officieuse"
"漫遊",28000,0,"man4 you2","se promener; errer sans but déterminé; aller à l'aventure; voyager à travers le pays ou le monde"
"漫長",21586,0,"man4 chang2","très long; interminable"
"漬",2648,0,zi4,"tremper; confire; tache"
"漭",5476,0,mang3,"vaste; étendu"
"漯",5477,0,ta4,"(nom d'une rivière)"
"漰",5478,0,peng1,"(bruit des vagues se cassant)"
"漱口",33982,0,"shu4 kou3","se rincer la bouche; se gargariser"
"漲",1396,0,zhang3,"monter; augmenter; hausser; enfler; gonfler; devenir rouge par un coup de sang"
"漲",1396,1,zhang4,"se gonfler; se congestionner; excéder"
"漲停板",51628,0,"zhang3 ting2 ban3","limite à la hausse"
"漲價",28001,0,"zhang3 jia4","hausse des prix"
"漲到",21587,0,"zhang3 dao4","augmenter; monter"
"漲工資",48571,0,"zhang3 gong1 zi1","augmentation (salaire)"
"漲幅",38281,0,"zhang3 fu2","hausse et baisse d'actions en une journée"
"漲水",28002,0,"zhang3 shui3","montée du niveau de l'eau"
"漲潮",38282,0,"zhang3 chao2","marée haute; marée montante; flux"
"漲落",33983,0,"zhang3 luo4","monter et descendre"
"漲跌",38283,0,"zhang3 die1","augmenter ou diminuer (prix); grandeur et décadence"
"漳",5479,0,Zhang1,"(nom d'une rivière dans le Fujian)"
"漳州",43789,0,"Zhang1 zhou1",Zhangzhou
"漵",5480,0,xu4,"(nom d'une rivière)"
"漶",5481,0,huan4,"indéchiffrable"
"漸",1397,0,jian1,"imbiber; se jeter dans (rivière)"
"漸",1397,1,jian4,"progressivement; petit à petit"
"漸快",28003,0,"jian4 kuai4","accélérer progressivement; de plus en plus rapide; accelerando"
"漸慢",33984,0,"jian4 man4","ralentir progressivement; décélérer progressivement; de plus en plus lent; decelerando; ritardando"
"漸次",28004,0,"jian4 ci4","progressivement; un par un"
"漸漸",38284,0,"jian4 jian4","petit à petit; graduellement"
"漸稀",41030,0,"jian4 xi1","devenir plus en plus faible"
"漸變",28005,0,"jian4 bian4","dégradation"
"漸近",28006,0,"jian4 jin4",approximation
"漸進",28007,0,"jian4 jin4","progression; évolution; évoluer"
"漾",2649,0,yang4,"se rider; déborder"
"漿",2650,0,jiang1,"eau de riz; sirop; pus"
"漿",2650,1,jiang4,"pâte; plasma; jus; encollage; bouillie"
"漿果",28008,0,"jiang1 guo3","baie (botanique)"
"漿洗",41031,0,"jiang1 xi3","laver et empeser"
"漿糊",41032,0,"jiang4 hu4","pâte"
"漿膜",42371,0,"jiang1 mo2","Membrane plasmique"
"潁",5482,0,ying3,"(nom d'une rivière)"
"潁",5482,1,ying3,"rivière du Anhui"
"潄",5483,0,shu4,"se rincer la bouche"
"潏",5484,0,jue2,bouillonner
"潑",2651,0,po1,"mordant; violent; verser; répandre"
"潑冷水",52879,0,"po1 leng3 shui3","refroidir l'ardeur"
"潑婦",41033,0,"po1 fu4","mégère; harpie"
"潑水",33985,0,"po1 shui3","saupoudrer; diffuser de l'eau"
"潑水節",52880,0,"Po1 shui3 jie2","Songkran (nom thaïlandais sous lequel est connu le nouvel an bouddhique ou festival des eaux)"
"潑辣",42372,0,"po1 la5","hardi; entreprenant"
"潔",1398,0,jie2,"propre; pur"
"潔具",33986,0,"jie2 ju4","robinetterie; articles sanitaires"
"潔淨",38285,0,"jie2 jing4","propre; pur"
"潔牙",38286,0,"jie2 ya2","détartrage et un polissage (dentisterie)"
"潔白",28009,0,"jie2 bai2","tout blanc; immaculé"
"潔西卡·艾芭",63726,0,"Jie2 xi1 ka3 · Ai4 ba1","Jessica Alba"
"潔身自好",57490,0,"jie2 shen1 zi4 hao4","se respecter; garder sa dignité; se conserver pur et intègre; garder sa pureté sans se mêler dans les affaires louches"
"潔面乳",53863,0,"jie2 mian4 ru3",nettoyant
"潕",5485,0,wu3,"(nom d'une rivière dans la province du Henan)"
"潗",5486,0,ji2,"amical; harmonieux"
"潘",2652,0,Pan1,"(nom de famille)"
"潘多拉",51629,0,"Pan1 duo1 la1",Pandore
"潘婷",42373,0,"Pan1 ting2",Pantene
"潘岳",42374,0,"Pan1 Yue4","Pan Yue"
"潘朵拉",54479,0,"Pan1 duo3 la1",Pandora
"潘金蓮",53864,0,"Pan1 Jin1 lian2","Pan Jinlian"
"潚",5487,0,xiao1,"bruit de la pluie et du vent"
"潛",1399,0,qian2,"se cacher; plonger"
"潛伏",41034,0,"qian2 fu2","se cacher; se dissimuler"
"潛伏期",53865,0,"qian2 fu2 qi1","période d'incubation (d'une maladie)"
"潛入",28010,0,"qian2 ru4","s'infiltrer; se faufiler; pénétrer secrètement; se couler; plonger dans l'eau"
"潛力",28011,0,"qian2 li4",potentiel
"潛在",21588,0,"qian2 zai4","latent; potentiel; sous-jacent"
"潛在威脅",61433,0,"qian2 zai4 wei1 xie2","menace potentielle"
"潛心",21589,0,"qian2 xin1","se concentrer pleinement sur; obstiné"
"潛意識",48572,0,"qian2 yi4 shi2",Inconscient
"潛望鏡",52881,0,"qian2 wang4 jing4","périscope"
"潛水",28012,0,"qian2 shui3","plongée sous-marine"
"潛水員",50118,0,"qian2 shui3 yuan2",scaphandrier
"潛水泵",55277,0,"qian2 shui3 beng4","pompe immergée; électro-pompe immergée"
"潛水艇",53866,0,"qian2 shui3 ting3","sous-marin; navire submersible"
"潛水衣",52882,0,"qian2 shui3 yi1","combinaison de plongée"
"潛流",28013,0,"qian2 liu2","courant de fond"
"潛熱",33987,0,"qian2 re4","Enthalpie de changement d'état"
"潛神默記",60889,0,"qian2 shen2 mo4 ji4","Livre de Néhémie"
"潛移默化",61894,0,"qian2 yi2 mo4 hua4","exercer insensiblement une influence sur ...; convertir par une influence discrète et insensible; faire pénétrer d'une facon imperceptible et progressive dans l'esprit"
"潛育土",52883,0,"Qian2 yu4 tu3","gleyosols (taxonomie du Sol Chinois)"
"潛能",21590,0,"qian2 neng2","potentiel; capacité cachée"
"潛艇",41035,0,"qian2 ting3",sous-marin
"潛藏",38287,0,"qian2 cang2","cacher; se cacher"
"潛行",28014,0,"qian2 xing2","se déplacer sous l'eau; sortir en secret; se glisser dehors; se déplacer à la dérobée"
"潛質",33988,0,"qian2 zhi4",potentiel
